index,gender,car,reality,income_type,edu_type,family_type,house_type,occyp_type,family_size,age,work_year,use_month,income_total,credit
260,0,0,1,Working,Higher education,Civil marriage,House / apartment,Sales staff,3,37,6,41,180000.0,1.0
261,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,36,19,18,180000.0,2.0
262,1,0,0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,2,30,7,46,180000.0,2.0
263,0,0,0,Working,Incomplete higher,Married,With parents,Laborers,3,27,8,38,180000.0,2.0
264,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,33,81000.0,2.0
265,0,0,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,25,4,10,67500.0,0.0
266,0,0,1,Working,Higher education,Married,House / apartment,Sales staff,2,56,9,12,238500.0,2.0
267,0,1,1,Pensioner,Higher education,Widow,House / apartment,Unoccupied,1,58,0,39,202500.0,2.0
268,0,0,1,Working,Higher education,Separated,House / apartment,Accountants,1,60,5,41,630000.0,2.0
269,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,36,6,25,405000.0,2.0
270,1,1,0,Working,Higher education,Married,House / apartment,Core staff,4,34,5,42,135000.0,0.0
271,0,1,0,Working,Higher education,Married,With parents,Core staff,2,28,5,11,112500.0,2.0
272,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,13,67500.0,2.0
273,1,1,0,Working,Secondary / secondary special,Married,With parents,Laborers,4,45,2,23,135000.0,2.0
274,1,1,1,State servant,Higher education,Married,House / apartment,Managers,2,38,1,60,184500.0,2.0
275,1,1,0,State servant,Higher education,Married,House / apartment,Laborers,3,35,10,2,337500.0,1.0
276,0,0,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unoccupied,1,58,0,8,67500.0,2.0
277,1,0,1,Commercial associate,Secondary / secondary special,Married,With parents,Laborers,3,22,1,20,90000.0,0.0
278,0,0,1,Working,Higher education,Married,House / apartment,Core staff,2,38,20,0,180000.0,1.0
279,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,54,0,35,112500.0,1.0
280,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,61,8,44,112500.0,1.0
281,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,66,0,9,76500.0,2.0
282,1,0,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,56,0,5,90000.0,2.0
283,1,1,1,Commercial associate,Higher education,Married,House / apartment,Drivers,2,37,8,33,252000.0,2.0
284,1,1,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,63,0,22,180000.0,2.0
285,0,0,1,Working,Secondary / secondary special,Widow,House / apartment,Laborers,1,46,12,3,112500.0,0.0
286,1,0,1,Working,Incomplete higher,Married,House / apartment,Laborers,3,37,16,35,562500.0,2.0
287,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,3,16,112500.0,2.0
288,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,35,3,53,270000.0,2.0
289,1,0,0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,5,39,2,5,90000.0,2.0
290,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,34,13,16,135000.0,2.0
291,0,0,0,State servant,Higher education,Married,House / apartment,Core staff,2,31,3,23,157500.0,2.0
292,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,38,6,31,135000.0,0.0
293,0,1,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,57,0,7,301500.0,2.0
294,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,28,4,20,225000.0,1.0
295,0,0,0,State servant,Higher education,Separated,With parents,IT staff,1,53,6,42,135000.0,2.0
296,1,1,0,Working,Incomplete higher,Separated,House / apartment,Managers,1,28,5,9,247500.0,2.0
297,0,0,0,Working,Secondary / secondary special,Civil marriage,Office apartment,Sales staff,2,25,3,25,270000.0,2.0
298,1,1,1,Working,Higher education,Married,House / apartment,Sales staff,2,23,4,3,315000.0,1.0
299,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,32,6,54,135000.0,2.0
300,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,42,8,48,315000.0,2.0
301,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,38,5,17,180000.0,1.0
302,0,1,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,50,2,21,256500.0,1.0
303,1,1,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,35,3,23,180000.0,2.0
304,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,51,0,5,112500.0,0.0
305,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,Security staff,4,51,14,33,382500.0,0.0
306,0,0,1,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,56,11,33,112500.0,1.0
307,1,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,4,48,12,25,450000.0,2.0
308,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,47,9,9,180000.0,1.0
309,0,0,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,44,14,55,247500.0,2.0
310,0,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,35,10,39,315000.0,2.0
311,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,45,4,19,229500.0,1.0
312,0,0,1,Working,Higher education,Married,House / apartment,Core staff,2,48,3,20,148500.0,2.0
313,0,0,1,State servant,Higher education,Married,House / apartment,Core staff,2,51,24,20,135000.0,1.0
314,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,46,16,3,135000.0,1.0
315,0,0,0,Working,Higher education,Married,House / apartment,Core staff,2,58,11,14,166500.0,2.0
316,0,1,1,Working,Higher education,Married,House / apartment,Managers,2,57,12,34,463500.0,0.0
317,0,0,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,63,0,14,90000.0,2.0
318,0,0,1,State servant,Secondary / secondary special,Widow,House / apartment,Drivers,1,62,6,7,157500.0,1.0
319,0,0,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,34,2,21,225000.0,2.0
320,0,1,0,Working,Higher education,Civil marriage,Municipal apartment,Sales staff,4,30,4,41,135000.0,1.0
321,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,6,41,8,30,202500.0,2.0
322,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,44,3,15,202500.0,2.0
323,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,45,3,22,405000.0,2.0
324,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,51,9,7,135000.0,1.0
325,1,1,1,Working,Higher education,Single / not married,With parents,Laborers,1,25,2,21,225000.0,2.0
326,0,1,0,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,1,39,2,1,225000.0,0.0
327,0,0,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,37,18,45,126000.0,2.0
328,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,39,5,22,270000.0,2.0
329,0,0,1,State servant,Secondary / secondary special,Separated,House / apartment,Laborers,1,39,1,14,90000.0,2.0
330,0,0,0,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,53,34,18,270000.0,2.0
331,1,1,0,Working,Higher education,Married,House / apartment,Laborers,2,42,2,37,157500.0,2.0
332,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,48,30,16,180000.0,1.0
333,1,1,1,State servant,Higher education,Married,House / apartment,Managers,2,38,1,0,184500.0,1.0
334,0,0,0,Working,Secondary / secondary special,Separated,House / apartment,Core staff,2,45,3,60,270000.0,2.0
335,0,0,1,State servant,Higher education,Married,House / apartment,Laborers,2,50,23,39,99000.0,2.0
336,0,1,1,Commercial associate,Incomplete higher,Married,House / apartment,Managers,2,34,4,31,432000.0,0.0
337,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,52,10,11,180000.0,0.0
338,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,63,0,28,247500.0,2.0
339,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,35,1,37,180000.0,2.0
340,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,46,6,20,117000.0,2.0
341,0,1,1,Working,Incomplete higher,Married,House / apartment,Core staff,4,31,1,26,121500.0,2.0
342,0,1,1,Working,Higher education,Married,House / apartment,Core staff,6,37,6,12,112500.0,0.0
343,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,59,0,36,90000.0,2.0
344,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,57,7,33,99000.0,2.0
345,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,48,0,2,180000.0,1.0
346,1,0,0,Working,Higher education,Single / not married,House / apartment,Laborers,1,27,5,40,225000.0,2.0
347,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,39,5,6,135000.0,1.0
348,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,25,5,34,180000.0,2.0
349,1,0,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,53,3,11,135000.0,2.0
350,0,0,1,State servant,Higher education,Married,House / apartment,Managers,2,47,4,1,787500.0,1.0
351,0,0,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,49,28,34,270000.0,2.0
352,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2,49,2,16,81000.0,2.0
353,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,2,28,6,4,180000.0,2.0
354,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,30,10,44,247500.0,2.0
355,0,1,1,Commercial associate,Higher education,Single / not married,With parents,Core staff,1,26,4,24,225000.0,2.0
356,1,0,1,Working,Secondary / secondary special,Married,Rented apartment,Laborers,2,41,4,7,234000.0,2.0
357,1,1,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,66,0,31,225000.0,1.0
358,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,33,81000.0,2.0
359,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,27,9,48,135000.0,1.0
360,0,0,1,Commercial associate,Higher education,Separated,House / apartment,Managers,1,44,9,12,126000.0,2.0
361,1,1,1,Working,Secondary / secondary special,Married,Rented apartment,Laborers,4,35,15,6,225000.0,1.0
362,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,63,0,9,180000.0,0.0
363,1,1,0,Working,Higher education,Married,House / apartment,Accountants,2,35,8,17,306000.0,1.0
364,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,62,0,6,67500.0,2.0
365,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,2,90000.0,1.0
366,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,Laborers,2,39,13,33,112500.0,2.0
367,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,39,21,24,247500.0,2.0
368,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,44,5,55,108000.0,2.0
369,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,11,34,135000.0,2.0
370,0,1,1,Working,Higher education,Civil marriage,House / apartment,Managers,3,44,11,33,279000.0,2.0
371,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,53,3,27,112500.0,2.0
372,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,57,4,25,405000.0,1.0
373,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,47,2,49,450000.0,2.0
374,1,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,High skill tech staff,3,46,7,26,900000.0,2.0
375,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,57,0,22,270000.0,2.0
376,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,40,15,14,148500.0,2.0
377,0,0,1,Working,Higher education,Married,House / apartment,Laborers,4,34,2,37,90000.0,1.0
378,1,1,0,Commercial associate,Higher education,Separated,House / apartment,Laborers,1,31,7,20,270000.0,2.0
379,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,40,5,27,112500.0,2.0
380,0,1,0,Commercial associate,Higher education,Married,House / apartment,Core staff,2,54,34,7,135000.0,2.0
381,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,52,21,7,180000.0,1.0
382,1,1,0,Commercial associate,Higher education,Married,House / apartment,Security staff,4,29,4,22,378000.0,2.0
383,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,62,0,1,99000.0,1.0
384,0,1,1,State servant,Higher education,Separated,House / apartment,Core staff,1,52,6,23,360000.0,2.0
385,0,0,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,2,24,4,7,81000.0,2.0
386,0,1,1,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,2,47,9,1,180000.0,1.0
387,0,0,1,State servant,Higher education,Married,House / apartment,Managers,2,58,13,21,630000.0,2.0
388,0,1,1,Commercial associate,Higher education,Married,House / apartment,Laborers,2,28,3,11,225000.0,2.0
389,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,39,4,41,81000.0,2.0
390,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,3,50,0,0,90000.0,1.0
391,1,0,0,Working,Higher education,Civil marriage,House / apartment,Laborers,4,45,9,7,225000.0,2.0
392,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,35,1,51,112500.0,2.0
393,0,0,1,Working,Incomplete higher,Married,House / apartment,Sales staff,3,29,4,53,202500.0,2.0
394,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,50,2,58,112500.0,2.0
395,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,27,7,58,180000.0,1.0
396,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,60,0,18,135000.0,2.0
397,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,9,67500.0,2.0
398,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Cooking staff,1,31,8,20,247500.0,2.0
399,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,61,0,7,31500.0,0.0
400,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2,26,2,1,247500.0,1.0
401,0,1,0,State servant,Higher education,Married,House / apartment,Laborers,2,41,8,19,135000.0,2.0
402,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,55,0,41,29250.0,0.0
403,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,5,72000.0,2.0
404,0,0,1,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,2,26,1,5,112500.0,1.0
405,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,57,11,44,135000.0,1.0
406,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,61,0,3,270000.0,1.0
407,1,1,0,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,55,0,18,202500.0,2.0
408,0,0,1,Working,Lower secondary,Civil marriage,House / apartment,Laborers,2,41,3,27,135000.0,2.0
409,0,0,0,Working,Higher education,Married,House / apartment,Accountants,3,37,8,19,157500.0,0.0
410,0,0,1,State servant,Higher education,Married,House / apartment,Core staff,5,43,21,7,180000.0,2.0
411,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,27,202500.0,2.0
